(12, 35, 67)
(18, 100, 33)
(23, 55, 59)
(47, 100, 51)
(24, 40, 78)
(208, 33, 58)
(21, 45, 76)
(213, 35, 87)
(16, 35, 85)
(203, 46, 27)
(14, 36, 86)
(39, 100, 27)
(19, 35, 80)
(213, 22, 65)
(18, 47, 71)
(26, 89, 28)
(19, 45, 71)
(174, 18, 43)
(13, 31, 84)
(27, 100, 26)
(20, 50, 65)
(207, 30, 58)
(19, 45, 71)
(21, 100, 48)
(13, 31, 84)
(21, 100, 48)
(13, 31, 84)
(212, 35, 84)
(17, 34, 84)
(212, 36, 91)
(17, 38, 65)
(120, 21, 33)
(11, 40, 32)
(79, 50, 46)
(15, 40, 62)
(213, 44, 44)
(18, 35, 84)
(42, 70, 26)
(17, 57, 47)
(22, 100, 16)
(19, 35, 80)
(28, 100, 20)
(19, 45, 74)
(215, 39, 69)
(15, 35, 85)
(205, 28, 48)
(12, 44, 70)
(137, 25, 45)
(19, 41, 71)
(214, 50, 32)
(21, 48, 74)
(12, 96, 18)
(18, 47, 71)
(20, 100, 12)
(13, 31, 84)
(198, 19, 74)
(25, 49, 57)
(212, 43, 35)
(17, 39, 84)
(208, 43, 31)
(22, 41, 76)
(15, 100, 16)
(24, 52, 57)
(103, 29, 49)
(21, 45, 76)
(214, 50, 32)
(17, 44, 69)
(51, 100, 48)
(22, 46, 84)
(48, 100, 51)
(15, 35, 83)
(89, 31, 32)
(19, 38, 73)
(206, 28, 52)
(22, 47, 61)
(212, 41, 55)
(23, 43, 84)
(200, 21, 78)
(20, 35, 78)
(204, 26, 57)
(18, 36, 81)
(205, 39, 54)
(12, 44, 70)
(215, 45, 58)
(25, 42, 78)
(212, 35, 89)
(16, 37, 82)
(205, 33, 43)
(21, 42, 72)
(201, 23, 78)
(19, 55, 62)
(26, 100, 27)
(18, 37, 82)
(215, 39, 74)
(15, 35, 85)
(9, 82, 22)
(21, 48, 74)
(213, 32, 91)
(12, 44, 70)
(21, 100, 13)
(23, 34, 73)
(54, 100, 48)
(18, 35, 80)
(211, 43, 39)
(15, 36, 81)
(35, 100, 51)
(16, 38, 74)
(209, 38, 59)
(21, 47, 69)
(20, 100, 16)
(21, 46, 74)
(218, 31, 64)
(13, 31, 84)
(136, 19, 54)
(24, 46, 74)
(43, 100, 42)
(18, 47, 71)
(218, 30, 71)
(18, 47, 71)
(24, 83, 35)
(12, 35, 67)
(214, 38, 68)
(17, 48, 61)
(125, 18, 47)
(18, 43, 74)
(214, 42, 56)
(16, 35, 80)
(20, 100, 17)
(17, 38, 84)
(218, 41, 47)
(24, 50, 78)
(23, 100, 38)
(24, 48, 74)
(21, 100, 13)
(21, 38, 68)
(106, 16, 42)
(14, 37, 87)
(219, 33, 51)
(23, 48, 74)
(27, 100, 27)
(19, 36, 81)
(108, 23, 51)
(23, 46, 60)
(23, 100, 25)
(20, 51, 33)
(28, 92, 10)
(21, 45, 58)
(30, 85, 39)
(22, 41, 74)
(207, 35, 49)
(20, 50, 69)
(202, 21, 70)
(13, 31, 84)
(27, 100, 25)
(25, 42, 78)
(203, 28, 62)
(23, 44, 84)
(19, 100, 12)
(26, 60, 55)
(111, 23, 57)
(22, 38, 82)
(104, 31, 33)
(24, 43, 75)
(30, 85, 39)
(13, 31, 84)
(210, 40, 61)
(17, 35, 78)
(97, 30, 54)
(15, 35, 84)
(9, 82, 22)
(23, 52, 60)
(34, 76, 39)
(16, 40, 84)
(9, 82, 22)
(19, 37, 81)
(9, 82, 22)
(23, 46, 78)
(33, 100, 20)
(16, 35, 79)
(29, 100, 16)
(24, 53, 59)
(26, 94, 13)
(15, 34, 23)
(213, 36, 91)
(13, 31, 84)
(9, 82, 22)
(15, 36, 81)
(96, 33, 39)
(15, 36, 81)
(216, 32, 71)
(21, 43, 68)
(52, 100, 48)
(13, 31, 84)
(188, 16, 59)
(19, 41, 82)
(62, 70, 42)
(22, 46, 78)
(60, 77, 36)
(18, 35, 80)
(218, 31, 72)
(19, 45, 71)
(196, 62, 90)
(18, 47, 71)
(214, 50, 32)
(14, 36, 86)
(216, 44, 44)
(22, 50, 78)
(212, 36, 80)
(23, 46, 78)
(84, 45, 51)
(13, 31, 84)
(196, 16, 73)
(25, 59, 41)
(206, 19, 51)
(19, 55, 62)
(54, 100, 32)
(21, 41, 71)
(212, 35, 84)
(17, 35, 78)
(213, 32, 91)
(20, 56, 62)
(35, 100, 32)
(21, 43, 69)
(205, 32, 68)
(24, 45, 84)
(56, 100, 32)
(19, 38, 73)
(9, 82, 22)
(29, 66, 36)
(33, 100, 31)
(24, 48, 81)
(202, 29, 51)
(15, 35, 84)
(210, 41, 57)
(23, 49, 78)
(34, 100, 22)
(21, 48, 75)
(20, 100, 17)
(15, 35, 84)
(22, 100, 33)
(21, 52, 68)
(206, 24, 51)
(23, 43, 74)
(9, 82, 22)
(19, 55, 62)
(9, 82, 22)
(17, 38, 65)
(32, 100, 19)
(12, 44, 70)
(51, 100, 48)
(13, 31, 84)
(185, 18, 55)
(20, 42, 73)
(212, 35, 84)
(20, 50, 32)
(213, 35, 91)
(15, 32, 87)
(43, 100, 45)
(22, 46, 78)
(209, 37, 68)
(14, 37, 87)
(170, 16, 57)
(14, 37, 87)
(218, 45, 42)
(20, 49, 68)
(34, 100, 52)
(20, 50, 69)
(218, 38, 43)
(21, 48, 74)
(211, 33, 87)
(15, 32, 87)
(214, 39, 67)
(15, 36, 81)
(47, 100, 39)
(19, 41, 82)
(51, 58, 35)
(17, 41, 84)
(29, 100, 16)
(24, 58, 51)
(180, 19, 33)
(26, 43, 74)
(42, 100, 29)
(20, 50, 65)
(148, 12, 42)
(19, 38, 73)
(202, 33, 33)
(20, 42, 68)
(216, 43, 51)
(17, 57, 47)
(18, 100, 19)
(22, 43, 68)
(9, 82, 22)
(23, 53, 46)
(107, 33, 38)
(18, 35, 80)
(213, 31, 70)
(25, 42, 74)
(51, 100, 48)
(20, 51, 69)
(35, 100, 27)
(24, 50, 78)
(12, 96, 18)
(11, 40, 32)
(19, 100, 13)
(21, 42, 56)
(18, 100, 43)
(23, 43, 74)
(202, 22, 74)
(16, 37, 82)
(213, 32, 91)
(21, 45, 64)
(212, 40, 51)
(14, 37, 87)
(0, 0, 40)
(21, 50, 78)
(19, 100, 15)
(15, 32, 87)
(25, 100, 13)
(21, 49, 64)
(207, 33, 39)
(22, 39, 74)
(218, 38, 43)
(30, 69, 39)
(204, 30, 58)
(13, 31, 84)
(21, 100, 13)
(20, 50, 69)
(214, 41, 55)
(15, 40, 62)
(209, 33, 61)
(17, 36, 81)
(18, 100, 16)
(18, 47, 57)
(23, 100, 13)
(17, 43, 74)
(105, 25, 50)
(9, 32, 67)
(28, 92, 10)
(15, 34, 23)
(225, 42, 33)
(17, 48, 61)
(210, 34, 76)
(14, 37, 87)
(19, 100, 12)
(13, 31, 84)
(155, 16, 62)
(20, 50, 32)
(210, 33, 89)
(14, 37, 87)
(208, 31, 87)
(20, 68, 39)
(12, 96, 18)
(17, 38, 65)
(51, 54, 35)
(17, 57, 47)
(213, 34, 88)
(20, 42, 68)
(33, 82, 33)
(14, 37, 87)
(18, 100, 44)
(13, 31, 84)
(213, 42, 60)
(20, 40, 83)
(213, 42, 60)
(18, 35, 80)
(213, 42, 60)
(20, 38, 82)
(213, 42, 60)
(18, 35, 80)
(54, 54, 35)
(17, 48, 61)
(27, 100, 27)
(20, 68, 39)
(22, 100, 16)
(19, 55, 62)
(27, 100, 25)
(15, 40, 62)
(209, 44, 51)
(15, 40, 62)
(209, 44, 51)
(15, 40, 62)
(40, 100, 51)
(13, 31, 84)
(48, 100, 46)
(22, 40, 82)
(48, 100, 27)
(19, 45, 71)
(46, 64, 35)
(15, 36, 81)
(34, 75, 38)
(22, 53, 62)
(197, 25, 45)
(17, 44, 69)
(201, 24, 68)
(19, 41, 82)
(16, 100, 16)
(22, 55, 59)
(213, 37, 78)
(16, 35, 80)
(0, 0, 40)
(17, 48, 61)
(209, 34, 59)
(18, 41, 75)
(89, 38, 50)
(17, 48, 61)
(215, 41, 64)
(12, 35, 67)
(215, 41, 64)
(12, 35, 67)
(83, 45, 39)
(20, 42, 73)
(83, 44, 48)
(18, 36, 81)
(28, 100, 20)
(26, 69, 40)
(180, 19, 34)
(19, 55, 62)
(204, 29, 49)
(19, 35, 80)
(28, 100, 24)
(25, 44, 83)
(150, 26, 30)
(12, 35, 67)
(21, 100, 13)
(18, 42, 83)
(213, 43, 51)
(19, 43, 68)
(213, 32, 91)
(13, 31, 84)
(197, 26, 42)
(13, 31, 84)
(203, 25, 82)
(13, 31, 84)
(89, 38, 46)
(13, 31, 84)
(90, 80, 16)
(12, 44, 70)
(199, 29, 46)
(12, 44, 70)
(213, 32, 91)
(23, 48, 75)
(21, 84, 32)
(17, 38, 65)
(9, 82, 22)
(20, 50, 32)
(9, 82, 22)
(16, 60, 48)
(29, 100, 55)
(24, 39, 78)
(52, 53, 34)
(19, 47, 71)
(203, 22, 78)
(12, 39, 67)
(213, 32, 91)
(16, 38, 74)
(213, 32, 91)
(14, 44, 67)
(28, 92, 10)
(17, 48, 61)
(203, 22, 73)
(24, 42, 72)
(20, 100, 16)
(16, 52, 42)
(21, 100, 13)
(16, 52, 42)
(211, 31, 55)
(21, 47, 69)
(221, 30, 58)
(20, 47, 69)
(41, 100, 44)
(21, 42, 72)
(83, 44, 35)
(21, 48, 74)
(55, 95, 36)
(22, 53, 62)
(26, 85, 21)
(21, 43, 68)
(26, 100, 33)
(24, 57, 40)
(20, 100, 23)
(22, 47, 73)
(208, 42, 62)
(18, 47, 71)
(24, 100, 34)
(23, 43, 78)
(214, 38, 68)
(24, 43, 75)
(180, 15, 51)
(17, 35, 78)
(120, 12, 44)
(18, 40, 74)
(55, 76, 7)
(20, 50, 32)
(20, 100, 16)
(24, 36, 22)
(205, 28, 76)
(13, 31, 84)
(91, 35, 51)
(25, 59, 41)
(34, 75, 38)
(22, 53, 62)
(20, 100, 17)
(20, 51, 69)
(215, 39, 66)
(18, 43, 74)
(9, 82, 22)
(18, 47, 71)
(132, 9, 46)
(16, 35, 79)
(166, 17, 48)
(14, 37, 87)
(154, 16, 50)
(15, 32, 82)
(169, 26, 26)
(21, 43, 68)
(212, 32, 71)
(20, 51, 69)
(215, 44, 51)
(24, 40, 81)
(215, 39, 66)
(19, 55, 62)
(9, 82, 22)
(12, 44, 70)
(33, 100, 20)
(22, 62, 42)
(214, 38, 73)
(21, 43, 84)
(26, 100, 13)
(25, 59, 41)
(105, 20, 39)
(24, 49, 78)
(205, 30, 87)
(19, 43, 68)
(23, 100, 13)
(19, 44, 65)
(19, 100, 13)
(17, 44, 69)
(29, 78, 27)
(23, 55, 48)
(28, 100, 26)
(21, 49, 64)
(196, 61, 90)
(18, 47, 71)
(74, 48, 49)
(15, 32, 82)
