(156, 109, 82)
(82, 109, 140)
(214, 158, 123)
(156, 184, 198)
(200, 154, 131)
(107, 130, 145)
(206, 154, 131)
(84, 115, 137)
(179, 116, 100)
(82, 109, 148)
(198, 150, 115)
(148, 186, 228)
(208, 151, 131)
(73, 94, 109)
(183, 133, 107)
(153, 182, 198)
(159, 99, 71)
(70, 30, 0)
(208, 154, 131)
(115, 146, 189)
(216, 159, 140)
(56, 17, 10)
(189, 130, 99)
(156, 190, 231)
(179, 116, 100)
(32, 11, 0)
(187, 148, 123)
(123, 110, 0)
(203, 152, 131)
(56, 77, 99)
(206, 150, 131)
(131, 76, 0)
(188, 136, 117)
(93, 122, 150)
(177, 122, 93)
(41, 14, 0)
(189, 133, 103)
(112, 130, 162)
(214, 162, 148)
(112, 138, 119)
(189, 138, 103)
(107, 76, 0)
(182, 122, 96)
(126, 146, 181)
(182, 122, 96)
(89, 45, 15)
(170, 122, 110)
(107, 136, 173)
(155, 101, 80)
(99, 121, 101)
(189, 131, 107)
(83, 109, 142)
(203, 150, 131)
(44, 15, 0)
(214, 155, 132)
(70, 88, 119)
(198, 138, 99)
(96, 37, 0)
(189, 135, 99)
(32, 11, 0)
(173, 130, 107)
(93, 106, 89)
(222, 159, 140)
(86, 101, 129)
(189, 133, 99)
(68, 31, 0)
(206, 155, 131)
(107, 131, 101)
(153, 110, 83)
(63, 24, 0)
(83, 55, 41)
(26, 13, 2)
(148, 105, 82)
(99, 57, 15)
(189, 140, 112)
(82, 106, 126)
(177, 117, 88)
(140, 164, 178)
(214, 162, 148)
(63, 28, 0)
(200, 151, 117)
(115, 142, 159)
(214, 156, 119)
(31, 10, 0)
(140, 93, 56)
(117, 146, 112)
(208, 158, 129)
(66, 85, 59)
(192, 142, 109)
(99, 57, 15)
(214, 162, 148)
(94, 125, 156)
(200, 150, 131)
(112, 138, 96)
(214, 158, 140)
(56, 17, 10)
(153, 103, 73)
(99, 67, 24)
(214, 152, 129)
(55, 17, 10)
(206, 154, 129)
(56, 17, 10)
(200, 144, 109)
(51, 28, 0)
(202, 150, 131)
(41, 20, 0)
(150, 102, 70)
(32, 15, 2)
(58, 43, 38)
(148, 186, 231)
(214, 162, 148)
(55, 17, 10)
(206, 150, 131)
(79, 99, 66)
(206, 150, 131)
(123, 146, 181)
(173, 125, 99)
(123, 106, 0)
(214, 162, 148)
(126, 147, 150)
(208, 150, 123)
(104, 106, 32)
(200, 143, 109)
(93, 93, 21)
(203, 152, 131)
(126, 147, 183)
(181, 125, 99)
(87, 191, 229)
(182, 122, 96)
(41, 59, 82)
(219, 159, 140)
(63, 83, 112)
(198, 135, 99)
(129, 164, 203)
(200, 144, 109)
(107, 130, 72)
(214, 162, 148)
(156, 178, 186)
(104, 68, 43)
(104, 118, 129)
(159, 99, 71)
(82, 74, 0)
(181, 133, 107)
(140, 174, 214)
(200, 150, 131)
(156, 190, 231)
(159, 99, 70)
(82, 48, 0)
(175, 125, 99)
(118, 150, 173)
(214, 155, 117)
(82, 76, 0)
(187, 139, 116)
(56, 17, 10)
(93, 61, 32)
(79, 44, 0)
(206, 146, 107)
(93, 117, 131)
(214, 159, 140)
(85, 115, 145)
(198, 138, 101)
(55, 31, 0)
(192, 131, 99)
(44, 15, 0)
(214, 159, 140)
(83, 30, 0)
(173, 115, 83)
(99, 117, 131)
(189, 139, 107)
(55, 17, 10)
(159, 99, 71)
(55, 17, 10)
(167, 121, 103)
(49, 26, 0)
(179, 116, 100)
(123, 105, 0)
(214, 162, 148)
(115, 138, 140)
(186, 133, 107)
(140, 174, 214)
(82, 55, 41)
(150, 187, 231)
(223, 170, 152)
(115, 83, 0)
(198, 140, 107)
(109, 142, 173)
(222, 159, 140)
(123, 146, 142)
(222, 159, 140)
(59, 77, 107)
(173, 117, 89)
(133, 76, 0)
(177, 117, 88)
(68, 83, 109)
(189, 130, 99)
(148, 184, 222)
(223, 170, 152)
(104, 133, 170)
(206, 150, 131)
(99, 77, 0)
(208, 150, 123)
(89, 81, 37)
(214, 151, 126)
(41, 20, 0)
(129, 84, 54)
(69, 85, 85)
(189, 142, 107)
(74, 52, 0)
(167, 111, 83)
(93, 106, 99)
(187, 139, 116)
(56, 73, 83)
(173, 125, 101)
(75, 97, 131)
(121, 71, 52)
(49, 15, 0)
(173, 126, 99)
(55, 17, 10)
(118, 79, 55)
(73, 98, 66)
(203, 152, 131)
(122, 147, 178)
(189, 142, 109)
(123, 105, 0)
(177, 117, 87)
(69, 40, 0)
(198, 138, 99)
(47, 11, 2)
(82, 55, 49)
(34, 11, 0)
(142, 104, 83)
(109, 32, 0)
(189, 138, 107)
(148, 174, 189)
(208, 151, 131)
(156, 190, 231)
(162, 114, 89)
(79, 103, 131)
(222, 159, 140)
(101, 101, 101)
(199, 134, 100)
(37, 12, 0)
(223, 170, 152)
(34, 14, 0)
(164, 112, 83)
(66, 84, 99)
(189, 142, 115)
(68, 83, 109)
(99, 65, 31)
(103, 130, 148)
(214, 162, 148)
(32, 11, 0)
(177, 117, 88)
(82, 107, 140)
(159, 111, 95)
(104, 131, 156)
(206, 152, 131)
(40, 12, 0)
(146, 98, 78)
(32, 12, 0)
(188, 131, 108)
(104, 128, 96)
(170, 123, 115)
(26, 13, 2)
(58, 43, 38)
(49, 58, 85)
(155, 101, 80)
(129, 162, 195)
(222, 159, 140)
(31, 10, 0)
(214, 162, 148)
(133, 159, 148)
(82, 55, 41)
(153, 190, 228)
(222, 159, 140)
(153, 190, 222)
(99, 54, 32)
(47, 11, 2)
(167, 121, 103)
(89, 82, 41)
(121, 71, 52)
(148, 183, 225)
(173, 125, 101)
(83, 52, 15)
(222, 159, 140)
(112, 34, 0)
(214, 162, 148)
(89, 118, 153)
(211, 154, 126)
(89, 118, 153)
(203, 152, 131)
(89, 118, 153)
(208, 155, 129)
(88, 117, 153)
(203, 152, 131)
(89, 84, 41)
(155, 101, 80)
(68, 31, 0)
(99, 54, 32)
(41, 15, 0)
(159, 99, 71)
(63, 28, 0)
(159, 111, 95)
(73, 103, 131)
(159, 111, 95)
(73, 103, 131)
(159, 111, 95)
(131, 88, 0)
(214, 162, 148)
(117, 93, 0)
(210, 158, 127)
(69, 55, 0)
(181, 125, 99)
(89, 76, 32)
(206, 150, 131)
(96, 65, 24)
(159, 106, 75)
(86, 107, 115)
(177, 121, 99)
(131, 158, 173)
(208, 150, 123)
(41, 11, 0)
(150, 98, 68)
(126, 159, 200)
(203, 150, 131)
(101, 101, 101)
(155, 101, 80)
(99, 125, 150)
(192, 137, 114)
(104, 128, 79)
(155, 101, 80)
(96, 123, 162)
(170, 122, 110)
(96, 123, 162)
(170, 122, 110)
(82, 99, 54)
(185, 133, 107)
(101, 122, 68)
(206, 154, 131)
(51, 24, 0)
(101, 61, 31)
(70, 86, 86)
(159, 99, 71)
(89, 111, 126)
(203, 154, 131)
(61, 28, 0)
(211, 156, 118)
(56, 76, 66)
(170, 122, 110)
(32, 11, 0)
(211, 150, 123)
(73, 98, 129)
(173, 122, 99)
(156, 190, 231)
(214, 162, 148)
(79, 99, 107)
(214, 162, 148)
(156, 188, 208)
(214, 162, 148)
(96, 118, 73)
(214, 162, 148)
(24, 40, 8)
(179, 116, 100)
(83, 106, 117)
(179, 116, 100)
(156, 190, 231)
(192, 135, 99)
(81, 37, 13)
(167, 121, 103)
(55, 17, 10)
(82, 55, 41)
(55, 17, 10)
(123, 69, 49)
(140, 67, 0)
(200, 154, 123)
(87, 81, 41)
(181, 123, 96)
(156, 183, 200)
(172, 118, 105)
(156, 190, 231)
(188, 136, 117)
(156, 190, 231)
(170, 112, 95)
(26, 13, 2)
(155, 101, 80)
(145, 170, 186)
(183, 138, 107)
(41, 14, 0)
(107, 66, 51)
(32, 11, 0)
(107, 66, 51)
(96, 117, 140)
(177, 122, 93)
(104, 118, 148)
(175, 121, 93)
(112, 76, 0)
(183, 133, 107)
(73, 88, 49)
(189, 130, 99)
(93, 86, 5)
(159, 106, 75)
(54, 28, 8)
(173, 125, 99)
(83, 36, 0)
(101, 66, 43)
(59, 20, 0)
(186, 131, 99)
(93, 128, 159)
(182, 122, 96)
(86, 35, 0)
(200, 148, 115)
(107, 136, 173)
(192, 142, 109)
(112, 131, 131)
(200, 150, 131)
(99, 113, 99)
(189, 136, 113)
(17, 16, 4)
(82, 55, 41)
(41, 14, 0)
(55, 43, 35)
(140, 172, 195)
(214, 162, 148)
(107, 130, 85)
(104, 68, 43)
(96, 65, 24)
(159, 106, 75)
(44, 15, 0)
(177, 117, 86)
(103, 130, 169)
(189, 131, 107)
(56, 17, 10)
(182, 122, 96)
(107, 117, 109)
(202, 150, 131)
(101, 122, 117)
(222, 159, 140)
(107, 128, 119)
(208, 159, 142)
(49, 66, 63)
(173, 125, 99)
(123, 150, 181)
(177, 117, 86)
(73, 97, 131)
(206, 156, 123)
(103, 130, 169)
(159, 99, 71)
(56, 17, 10)
(179, 116, 100)
(51, 28, 0)
(107, 65, 41)
(115, 146, 186)
(214, 155, 123)
(32, 14, 0)
(104, 68, 43)
(84, 99, 79)
(198, 139, 101)
(156, 195, 222)
(173, 123, 99)
(32, 12, 0)
(167, 117, 93)
(34, 11, 0)
(177, 121, 99)
(68, 41, 15)
(123, 81, 55)
(66, 31, 0)
(164, 111, 83)
(89, 191, 229)
(182, 122, 96)
(112, 126, 66)
(208, 159, 142)
